path,key,english,japanese
Audio/english/AudioFile/f/e/fe1980b5,english,"Seriously, what the FUCK?"
Audio/english/AudioFile/f/e/fe1af8de,english,"Red Crown, we have Stalker Six Zero in sight. Request weapons clearance."
Audio/english/AudioFile/f/e/fe22abc2,english,"I swear to God, it's not me!"
Audio/english/AudioFile/f/e/fe2a4b66,english,*coughing*
Audio/english/AudioFile/f/e/fe2cd8d4,english,*argh*
Audio/english/AudioFile/f/e/fe32ad81,english,How was I supposed to know?
Audio/english/AudioFile/f/e/fe32fc8f,english,10-80 that 10-60-I.
Audio/english/AudioFile/f/e/fe3321c8,english,Tank has gone haywire!
Audio/english/AudioFile/f/e/fe3ffd9c,english,*choke*
Audio/english/AudioFile/f/e/fe498473,english,Not yet.... Gotta wait a little longer...
Audio/english/AudioFile/f/e/fe4b7c73,english,The tank! It's out of control!
Audio/english/AudioFile/f/e/fe4d7b0b,english,"Fox company is Yellow. Base sustained damage but nothing we can't get back to operational status, out."
Audio/english/AudioFile/f/e/fe4e61f6,english,Aaaaaaaaarrrrgh!
Audio/english/AudioFile/f/e/fe502970,english,"Ghost Four Five commencing acquisition sweep, over."
Audio/english/AudioFile/f/e/fe55c65b,english,"At my Twenty. Round up, round up."
Audio/english/AudioFile/f/e/fe5f481f,english,"Mark your targets, move and fire, move and fire!"
Audio/english/AudioFile/f/e/fe65f610,english,That's affirmative.
Audio/english/AudioFile/f/e/fe6a3ce6,english,"Unable to break position, over."
Audio/english/AudioFile/f/e/fe6b5b05,english,"Dispatch, suspect is on the run!"
Audio/english/AudioFile/f/e/fe73fb9d,english,*argh*
Audio/english/AudioFile/f/e/fe77fd48,english,"Target has changed vector, northbound. Big picture update, check your screens!"
Audio/english/AudioFile/f/e/fe7a4efe,english,Heeeelllllllpppp!
Audio/english/AudioFile/f/e/fe7af8de,english,"Red Crown, Tornado One. Black hole here. Moving to next quadrant."
Audio/english/AudioFile/f/e/fe7ba173,english,"HQ, lazes on spot, this is a ZEUS positive I-dent, over!"
Audio/english/AudioFile/f/e/fe876833,english,"Hostiles infected, over."
Audio/english/AudioFile/f/e/fe880157,english,*grunt* Let me go! *grunt*
Audio/english/AudioFile/f/e/fe89db1c,english,Field Commander issue tactical debriefs and confirm. We are going to status Yellow.
Audio/english/AudioFile/f/e/fe8d0fd1,english,He's ours?
Audio/english/AudioFile/f/e/fe963d69,english,He'll fucking kill you! Watch out!
Audio/english/AudioFile/f/e/fe9ccd58,english,"*gasp, groan* My throat!"
Audio/english/AudioFile/f/e/fe9d3fdb,english,"Voodoo coming in on attack run, clear the Zone, coming in low and fast, over."
Audio/english/AudioFile/f/e/fe9fa1dc,english,"Fire mission, fire mission, call sign is almighty, co-ords as punched. DO it now, out!"
Audio/english/AudioFile/f/e/fea3f2d7,english,Noooo! Fuck me!
Audio/english/AudioFile/f/e/febcfc0b,english,Get him!
Audio/english/AudioFile/f/e/febf0e1c,english,"Oh, God! Look out!"
Audio/english/AudioFile/f/e/febfe3a8,english,"Check your fire, there's live fucking ammo in those things!"
Audio/english/AudioFile/f/e/fec8a286,english,"Move, check it out!"
Audio/english/AudioFile/f/e/fec923c4,english,Take cover.
Audio/english/AudioFile/f/e/fed019f5,english,"Listen, please, don't! I want to live!"
Audio/english/AudioFile/f/e/fed66ca8,english,There he is! There's Mercer -- and those fucking things are after him!
Audio/english/AudioFile/f/e/fed8a20c,english,"No, belay that, over."
Audio/english/AudioFile/f/e/fed987d6,english,Have I shown you pictures of my boy? Little fucker's getting big.
Audio/english/AudioFile/f/e/fedcec2c,english,"Warm up the pod, maneuver! Maneuver!"
Audio/english/AudioFile/f/e/fedd9b4c,english,They’re erasing me...piece by piece.
Audio/english/AudioFile/f/e/fedeec69,english,Dispatch! Dispatch! Major MVA on my Twenty! Do you copy?
Audio/english/AudioFile/f/e/fee37e7b,english,Dana's safe for now -- with the virus spreading they'll have false positives elsewhere.
Audio/english/AudioFile/f/e/feedde57,english,Full fire!
Audio/english/AudioFile/f/e/feef332f,english,Yeah! You see that?
Audio/english/AudioFile/f/e/fef33363,english,Negative from Dispatch.
Audio/english/AudioFile/f/e/fef6c375,english,I don't understand what that is.  It's time to get Karen out of here.
Audio/english/AudioFile/f/e/fefb9088,english,The motherfucker ain't human!
Audio/english/AudioFile/f/e/fefbac2b,english,Negative.
Audio/english/AudioFile/f/e/feff8515,english,We're fucked!
Audio/english/AudioFile/f/f/ff018868,english,Got it padlocked! Let's take it down!
Audio/english/AudioFile/f/f/ff0332e1,english,"Regroup at my Twenty, over."
Audio/english/AudioFile/f/f/ff06e070,english,Confirmed.
Audio/english/AudioFile/f/f/ff082858,english,"ZEUS down, over and out."
Audio/english/AudioFile/f/f/ff0b672a,english,"Shit. Oh, shit, man. Shit!"
Audio/english/AudioFile/f/f/ff16b624,english,"Air support, verify systems and prepare to head back in."
Audio/english/AudioFile/f/f/ff1bb033,english,Negatory.
Audio/english/AudioFile/f/f/ff1db78a,english,"Even dead, I'll still look better than you."
Audio/english/AudioFile/f/f/ff2a9412,english,"OK, that's enough for the towers. Now for the Hive."
Audio/english/AudioFile/f/f/ff3c31b7,english,"Engaging with live fire, over."
Audio/english/AudioFile/f/f/ff48c913,english,"Confirmed, we have it in custody. What's left of it...."
Audio/english/AudioFile/f/f/ff4c33f1,english,"I'm going to have to ask for independent confirm on that report, sound off."
Audio/english/AudioFile/f/f/ff4c6847,english,Bastard! Look what you made me do!?!?
Audio/english/AudioFile/f/f/ff4d89c4,english,"Dispatch, this is Charlie Nineteen. That's negative."
Audio/english/AudioFile/f/f/ff510001,english,"Ahhh, I hate this germy-ass bullshit."
Audio/english/AudioFile/f/f/ff5507b9,english,"Belaying deployment, over."
Audio/english/AudioFile/f/f/ff56f0bd,english,Yeeeah-ha-haa.
Audio/english/AudioFile/f/f/ff5bd907,english,Get this to Randall ASAP. ZEUS is contained.
Audio/english/AudioFile/f/f/ff5c7ab1,english,Christ! Get back!
Audio/english/AudioFile/f/f/ff6a2ccd,english,There! There! That's him!
Audio/english/AudioFile/f/f/ff6aa114,english,Let go!
Audio/english/AudioFile/f/f/ff6b627e,english,"Please, let's just get there safely."
Audio/english/AudioFile/f/f/ff6f3e10,english,This has cluster-fuck written all over it.
Audio/english/AudioFile/f/f/ff731446,english,"We're hit, damage report now!"
Audio/english/AudioFile/f/f/ff76c49d,english,"Field Units, we got your backs."
Audio/english/AudioFile/f/f/ff7ef8d2,english,God DAMN IT!
Audio/english/AudioFile/f/f/ff861e4d,english,What's happening?
Audio/english/AudioFile/f/f/ff870660,english,Get me OFF this thing!!
Audio/english/AudioFile/f/f/ff87a631,english,Commencing attack run! Delta Three Seven. Cleared.
Audio/english/AudioFile/f/f/ff8a47e0,english,"That's a kill, repeat, that's a kill."
Audio/english/AudioFile/f/f/ff957edc,english,"Ah, shit!"
Audio/english/AudioFile/f/f/ff96cee9,english,You have your target. You're cleared to deploy.
Audio/english/AudioFile/f/f/ff9a0f5a,english,"HQ, this is gunship Three Five Two Niner, we’ve got a confirmation on the target's location.Rrequesting.permission for an underground assault, over."
Audio/english/AudioFile/f/f/ffa1bc32,english,"Uh, ohhhhhh!"
Audio/english/AudioFile/f/f/ffa51fea,english,She's there.
Audio/english/AudioFile/f/f/ffaacdfc,english,Get the Strike Package here. Now!
Audio/english/AudioFile/f/f/ffad7a53,english,Whoa!,フーア！
Audio/english/AudioFile/f/f/ffc12346,english,I thought he was just here.
Audio/english/AudioFile/f/f/ffc48f32,english,It's all clear on our end.
Audio/english/AudioFile/f/f/ffc6f31c,english,Nope.
Audio/english/AudioFile/f/f/ffcc15aa,english,Maximize cover next time!
Audio/english/AudioFile/f/f/ffcf6ac3,english,Copy. Belay those pursuit orders.
Audio/english/AudioFile/f/f/ffd06354,english,"Unless you want to die, you better clear on out."
Audio/english/AudioFile/f/f/ffd4bee9,english,"Get off the monkey dick, son."
Audio/english/AudioFile/f/f/ffd8c686,english,"*coughing* Jesus, man, what the hell was that?"
Audio/english/AudioFile/f/f/ffde3030,english,Get going! Go!
Audio/english/AudioFile/f/f/fff2cc47,english,"Back it up, driver, let's find some clear air."
Audio/english/AudioFile/f/f/fff342cd,english,What's the deal with those Blackshits?
Audio/english/AudioFile/f/f/fff473ef,english,What the fuck!?
Audio/english/AudioFile/f/f/fff66090,english,The APCs with shit-sniffers should be on their way. They'll find one particulate in a million.
Audio/english/AudioFile/f/f/fff68adb,english,Go! Now!
Audio/english/AudioFile/f/f/fffb6059,english,Get the fuck out of the way!
art/hud/fe_textbible,10_4_ACQUISITION_STRING,ONE THOUSAND SUNS\$0ADEFEAT THE SUPREME HUNTER,数多の灯\$0Aサプリームハンターを倒せ
art/hud/fe_textbible,10_4_COUNTDOWN,EVACUATION DEADLINE
art/hud/fe_textbible,10_4_DETONATION,----  DETONATION  ----,---- 爆発 ----
art/hud/fe_textbible,10_4_FAILURE_HINT_1,CONSUME SOLDIERS TO REGAIN HEALTH DURING THE FIGHT
art/hud/fe_textbible,10_4_FAILURE_HINT_2,USE THE AIR DASH TO ESCAPE THE SUPREME HUNTER'S DEVASTATOR
art/hud/fe_textbible,10_4_FAILURE_HINT_3,USE TARGETING TO KEEP THE SUPREME HUNTER IN VIEW
art/hud/fe_textbible,10_4_GRAB_SUPREME_HUNTER_1,SUPREME HUNTER STUNNED,サプリームハンターは気絶した
art/hud/fe_textbible,10_4_GRAB_SUPREME_HUNTER_2,GRAB the SUPREME HUNTER,サプリームハンターを掴め
art/hud/fe_textbible,10_4_HLO_1,DEFEAT THE SUPREME HUNTER,サプリームハンターを倒せ
art/hud/fe_textbible,10_4_HLO_2,DEFEAT THE SUPREME HUNTER BEFORE THE BOMB DETONATES,爆弾が爆発する前にサプリームハンターを倒せ
art/hud/fe_textbible,10_4_MISSION_BOUNDARY_WARNING,WARNING - LEAVING MISSION AREA
art/hud/fe_textbible,10_4_MISSION_FAILED_DIED,NEW YORK DESTROYED
art/hud/fe_textbible,10_4_MISSION_FAILED_DIED2,NUCLEAR WEAPON TRIGGERED
art/hud/fe_textbible,10_4_MISSION_FAILED_LEFT_AREA,OUTSIDE OF MISSION AREA
art/hud/fe_textbible,10_4_MISSION_FAILED_TIMEOUT,FINAL DETONATION SEQUENCE ENGAGED
art/hud/fe_textbible,10_4_MISSION_NAME,ONE THOUSAND SUNS,数多の灯
art/hud/fe_textbible,10_4_OBJECTIVE_1,DEFEAT the SUPREME HUNTER and STOP the NUCLEAR WEAPON.
art/hud/fe_textbible,10_4_OBJECTIVE_2,The FINAL COUNTDOWN has begun.
art/hud/fe_textbible,10_4_OBJECTIVE_3,DESTROY the TRANSPORT HELICOPTERS before they can DEPLOY REINFORCEMENTS.
art/hud/fe_textbible,10_4_TIME_TITLE,WARNING - DEVICE IS ACTIVE
art/hud/fe_textbible,10_4_TITLE_SUPREME,SUPREME HUNTER HYBRID
art/hud/fe_textbible,10_4_TROOPS_ARRIVE,REINFORCEMENTS DEPLOYED
art/hud/fe_textbible,10_SEC_WARNING,10 SECONDS REMAINING,残り10秒
art/hud/fe_textbible,11_1_MISSION_NAME,ENDGAME
art/hud/fe_textbible,15Days,18 DAYS EARLIER,18日前
art/hud/fe_textbible,1_1_ACQUISITION_STRING,MEMORY IN DEATH,死の記憶
art/hud/fe_textbible,1_1_CAMERA_TUTORIAL,USE %0:BUTTON07 to move the CAMERA.
art/hud/fe_textbible,1_1_CAM_RESET_TUTORIAL_PS3,CLICK DOWN on %0:BUTTON07 to RESET the CAMERA.
art/hud/fe_textbible,1_1_CAM_RESET_TUTORIAL_WIN32_KEYB,PRESS %0:BUTTON17 to RESET THE CAMERA.
art/hud/fe_textbible,1_1_CHARGE_TUTORIAL,PRESS and HOLD %0:BUTTON03 to CHARGE ATTACKS FOR MORE DAMAGE.
art/hud/fe_textbible,1_1_HLO_1,MISSION OBJECTIVE,ミッション目的
art/hud/fe_textbible,1_1_LEAVE_WARNING,WARNING - LEAVING TIMES SQUARE,警告 - タイムズスクエアから離れています
art/hud/fe_textbible,1_1_MISSION_NAME,MEMORY IN DEATH,死の記憶
art/hud/fe_textbible,1_1_MOVEMENT_TUTORIAL,USE %0:BUTTON06 to MOVE.
art/hud/fe_textbible,1_1_OBJECTIVE_APC_JACKING,APPROACH the TANK to HIJACK it.
art/hud/fe_textbible,1_1_OBJECTIVE_BASIC_ATTACKS,PRESS %0:BUTTON03 to perform  BASIC ATTACKS.,%0:BUTTON03 で基本攻撃を繰り出す。
art/hud/fe_textbible,1_1_OBJECTIVE_CHARGE_ATTACKS,HOLD %0:BUTTON03 or %0:BUTTON04 to CHARGE ATTACKS and INCREASE their POWER.,%0:BUTTON03 か %0:BUTTON04 を押し続けるとチャージアタックを繰り出し、威力が増大する。
art/hud/fe_textbible,1_1_OBJECTIVE_CONSUME_COMMANDER,APPROACH and CONSUME the COMMANDER.,接近して指揮官を吸収しろ。
art/hud/fe_textbible,1_1_OBJECTIVE_CONTINUE,CONTINUE through TIMES SQUARE.,タイムズスクエアへ向かい続けろ。
art/hud/fe_textbible,1_1_OBJECTIVE_DESTROY_CHOPPER,DESTROY the HELICOPTER.,ヘリコプターを破壊しろ。
art/hud/fe_textbible,1_1_OBJECTIVE_DESTROY_CHOPPERS,DESTROY the HELICOPTERS.,ヘリコプターを破壊しろ。
art/hud/fe_textbible,1_1_OBJECTIVE_DESTROY_TANKS,DESTROY the TANKS.,戦車を破壊しろ。
art/hud/fe_textbible,1_1_OBJECTIVE_KILL_BLACKWATCH,KILL the MILITARY PERSONNEL.,軍兵士を殺せ。
art/hud/fe_textbible,1_1_OBJECTIVE_KILL_COMMANDER,CONSUME the COMMANDER.,司令官を吸収しろ。
art/hud/fe_textbible,1_1_OBJECTIVE_KILL_HUNTERS,KILL the HUNTERS.,ハンターの群れを殺せ。
art/hud/fe_textbible,1_1_OBJECTIVE_LOCATE_COMMANDER,LOCATE the COMMANDER.
art/hud/fe_textbible,1_1_OBJECTIVE_NEXT_COMMANDER,GO after the next COMMANDER.
art/hud/fe_textbible,1_1_OBJECTIVE_SPECIAL_ATTACKS,PRESS %0:BUTTON04 to perform SPECIAL ATTACKS.,%0:BUTTON04 で特殊攻撃を繰り出す。
art/hud/fe_textbible,1_1_OBJECTIVE_TIMESSQUARE_ESCAPE,GO to TIMES SQUARE.,タイムズスクエアへ向かえ。
art/hud/fe_textbible,1_1_SPECIAL_TUTORIAL,PRESS %0:BUTTON04 to perform SPECIAL ATTACKS.,%0:BUTTON04 で特殊攻撃を繰り出す。
art/hud/fe_textbible,1_1_TUTORIAL_COMBO_1,Vary %0:BUTTON04 and %0:BUTTON03 to discover NEW COMBOS.,%0:BUTTON04 と %0:BUTTON03 の組み合わせで新たなコンボが見付かる。
art/hud/fe_textbible,1_1_TUTORIAL_COMBO_EXAMPLE,"PRESS %0:BUTTON03, %0:BUTTON03, %0:BUTTON04 to UNLEASH a COMBO."
art/hud/fe_textbible,1_1_TUTORIAL_COMPLETE,COMPLETE,達成
art/hud/fe_textbible,1_1_TUTORIAL_DEVASTATOR,PRESS and HOLD %0:BUTTON04 + %0:BUTTON02.
art/hud/fe_textbible,1_1_TUTORIAL_GRAB_TUTORIAL,"PRESS %0:BUTTON02 to GRAB objects such as VEHICLES, FIREARMS or PEOPLE."
art/hud/fe_textbible,1_1_TUTORIAL_GROUNDSPIKE,HOLD %0:BUTTON04 to CHARGE your GROUNDSPIKE attack.,%0:BUTTON04 を押し続けるとグラウンドスパイクを繰り出す。
art/hud/fe_textbible,1_1_TUTORIAL_JUMP_TUTORIAL,PRESS and HOLD %0:BUTTON01 to CHARGE your JUMP and clear the GATE.,%0:BUTTON01 を押し続けてチャージジャンプし、ゲートを越えろ。
art/hud/fe_textbible,1_1_TUTORIAL_KILL_HYDRA,KILL the HYDRA.,ハイドラを殺せ。
art/hud/fe_textbible,1_1_TUTORIAL_LOCOMOTION_TUTORIAL,HOLD %0:BUTTON13 to SPRINT.\$0A Sprint UP WALLS.\$0A Sprint OVER OBSTACLES.,%0:BUTTON13 を押し続けるとスプリントする。 \$0A 壁を走り、障害物を飛び越える。
art/hud/fe_textbible,1_1_TUTORIAL_LOCOMOTION_TUTORIAL_2,HOLD %0:BUTTON13 to SPRINT. Run up the wall to REACH the MARKED LOCATION.
art/hud/fe_textbible,1_1_TUTORIAL_LOCOMOTION_TUTORIAL_2_WIN32_KEYB,PRESS %0:BUTTON12 to TARGET.\$0AHOLD %0:BUTTON12 and MOVE the %0:BUTTON07 to SWITCH TARGETS.,%0:BUTTON12 でロックオン。 \$0A%0:BUTTON12 を押しながら %0:BUTTON07 を動かすとロックを切り替える。
art/hud/fe_textbible,1_1_TUTORIAL_LOCOMOTION_TUTORIAL_WIN32_KEYB,DOUBLE-TAP + HOLD %0:BUTTON06 to SPRINT.\$0A Sprint up WALLS.\$0A Sprint over OBSTACLES.,%0:BUTTON06 をダブルタップ + 押し続けるとスプリントする。 \$0A 壁を走り、障害物を飛び越える。
art/hud/fe_textbible,1_1_TUTORIAL_PICKUP_WEAPON,PRESS %0:BUTTON02 to EQUIP a WEAPON.,%0:BUTTON02 を押して武器を装備してください。
art/hud/fe_textbible,1_1_TUTORIAL_TARGET_AND_SWITCH,HOLD %0:BUTTON12 to TARGET.\$0A %0:BUTTON12 + MOVE %0:BUTTON07 to SWITCH TARGETS.
art/hud/fe_textbible,1_1_TUTORIAL_TARGET_AND_SWITCH_WIN32_KEYB,PRESS %0:BUTTON12 to TARGET.\$0AHOLD %0:BUTTON12 and MOVE the %0:BUTTON07 to SWITCH TARGETS.,%0:BUTTON12 でロックオン。 \$0A%0:BUTTON12 を押しながら %0:BUTTON07 を動かすとロックを切り替える。
art/hud/fe_textbible,1_1_TUTORIAL_TARGET_TUTORIAL,PRESS and HOLD %0:BUTTON12 to TARGET ENEMIES AND OBJECTS.,%0:BUTTON12 を押し続けると敵や物をロックオンする。
art/hud/fe_textbible,1_1_TUTORIAL_TARGET_TUTORIAL_2,"With TARGETING %0:BUTTON12 engaged, FLICK the %0:BUTTON07 in the direction of an enemy to SWITCH TARGETS.",%0:BUTTON12 でロックオン中、%0:BUTTON07 を敵の方向へ入力するとターゲットを切り替える。
art/hud/fe_textbible,1_1_TUTORIAL_TARGET_TUTORIAL_2_WIN32_KEYB,HOLD %0:BUTTON12 and MOVE the %0:BUTTON07 to switch TARGETS.
art/hud/fe_textbible,1_1_TUTORIAL_TARGET_TUTORIAL_WIN32_KEYB,PRESS %0:BUTTON12 to TARGET objects.
art/hud/fe_textbible,1_1_TUTORIAL_THROW_TUTORIAL,PRESS %0:BUTTON02 near an OBJECT to GRAB it. PRESS %0:BUTTON02 again to THROW it.
art/hud/fe_textbible,1_1_TUTORIAL_THROW_TUTORIAL_WIN32_KEYB,PRESS %0:BUTTON02 near an OBJECT to GRAB it. PRESS %0:BUTTON03 to THROW it.
art/hud/fe_textbible,1_1_TUTORIAL_WEAPON_PICKUP,PRESS %0:BUTTON02 to pickup WEAPONS.\$0A %0:BUTTON03 to FIRE.\$0A %0:BUTTON02 to DROP.\$0A HOLD %0:BUTTON12 to TARGET.,%0:BUTTON02 武器をひろいます。 \$0A %0:BUTTON03 射撃。 \$0A %0:BUTTON02 武器をすてる。 \$0A %0:BUTTON12 を押し続けるとロックオン。
art/hud/fe_textbible,1_2_ACQUISITION_STRING,UNEXPECTED FAMILY,予期せぬ家族
art/hud/fe_textbible,1_2_ENTER_TITLE,ENTER,ENTERキーでスタート
art/hud/fe_textbible,1_2_FAIL_HINT,END THE ALERT BEFORE ENTERING DANA'S APARTMENT,ディナのアパートに入る前に警報を止めてください。
art/hud/fe_textbible,1_2_FAIL_REASON,DANA HAS BEEN KILLED,ディナは殺された
art/hud/fe_textbible,1_2_HLO_1,ESCAPE THE GENTEK FACILITY,ジェンテック施設から逃亡しろ
art/hud/fe_textbible,1_2_HLO_2,DEAL WITH THE HELICOPTER,ヘリコプターを処理しろ
art/hud/fe_textbible,1_2_HLO_3,DEAL WITH THE HELICOPTERS,ヘリコプターを処理しろ
art/hud/fe_textbible,1_2_HLO_4,FIND OUT WHO YOU ARE,自身の手掛かりを探せ
art/hud/fe_textbible,1_2_HLO_5,GET TO HIGHER GROUND,高台へ登れ
art/hud/fe_textbible,1_2_MISSION_NAME,UNEXPECTED FAMILY,予期せぬ家族
art/hud/fe_textbible,1_2_OBJECTIVE_ALERT_NOTICE,EVADE THE MILITARY AND SWITCH TO A VALID DISGUISE TO END THE ALERT.
art/hud/fe_textbible,1_2_OBJECTIVE_ASSUME_AGENT_DISGUISE,DISGUISE YOURSELF as the BLACKWATCH AGENT.,ブラックウォッチ・エージェントに偽装してください。
art/hud/fe_textbible,1_2_OBJECTIVE_CONSUME_AGENT,CONSUME the BLACKWATCH AGENT and INFILTRATE DANA'S APARTMENT.,ブラックウォッチ・エージェントを吸収し、ディナのアパートへ潜入しろ。
art/hud/fe_textbible,1_2_OBJECTIVE_CONSUME_COMMANDER,PRESS %0:BUTTON04 to CONSUME the COMMANDER.,%0:BUTTON04 を押して指揮官を吸収しろ。
art/hud/fe_textbible,1_2_OBJECTIVE_CONSUME_DISGUISE,PRESS %0:BUTTON02 to GRAB A BLACKWATCH TROOPER. PRESS %0:BUTTON04 to CONSUME.,%0:BUTTON02でブラックウォッチ兵を掴む。 %0:BUTTON04を押して吸収する。
art/hud/fe_textbible,1_2_OBJECTIVE_DESTROY_CHOPPERS,DESTROY the HELICOPTERS.,ヘリコプターを破壊してください。
art/hud/fe_textbible,1_2_OBJECTIVE_DONT_RASIE_ALERT,ALERTING THE  MILITARY TO YOUR PRESENCE WILL ENDANGER DANA.
art/hud/fe_textbible,1_2_OBJECTIVE_ENTER_IN_DISGUISE,ENTER DANA'S APARTMENT in DISGUISE.
art/hud/fe_textbible,1_2_OBJECTIVE_ENTER_SAFEHOUSE,ENTER DANA'S APARTMENT.,ディナのアパートへ入ってください。
art/hud/fe_textbible,1_2_OBJECTIVE_ENTER_WITHOUT_ALERT,ENTER DANA'S APARTMENT without raising an ALERT.,警報を出すことなく、ディナのアパートに入ってください。
art/hud/fe_textbible,1_2_OBJECTIVE_ESCAPEALERT,END THE ALERT before entering DANA'S APARTMENT.,ディナのアパートに入る前に警報を止めてください。
art/hud/fe_textbible,1_2_OBJECTIVE_ESCAPE_GENTEK,ESCAPE the AREA.,一帯から逃走しろ。
art/hud/fe_textbible,1_2_OBJECTIVE_FOLLOW_WAYPOINTS,FOLLOW the WAYPOINTS.
art/hud/fe_textbible,1_2_OBJECTIVE_GOTO_DANAS,GO to DANA'S APARTMENT.,ディナのアパートへ向かってください。
art/hud/fe_textbible,1_2_OBJECTIVE_GOTO_ROOFTOP,GO to the OVERLOOK to INVESTIGATE the AREA.
art/hud/fe_textbible,1_2_OBJECTIVE_GRAB_SOLDIER,GRAB the other BLACKWATCH TROOPER and INTERROGATE him.
art/hud/fe_textbible,1_2_OBJECTIVE_JUMP_WALL,JUMP over the GATE to ESCAPE.,ゲートを飛び越えて逃走しろ。
art/hud/fe_textbible,1_2_OBJECTIVE_KILLONE_INTERROGATEOTHER,GRAB a BLACKWATCH TROOPER to INTERROGATE him.
art/hud/fe_textbible,1_2_OBJECTIVE_PICKUP_COMMANDER,PRESS %0:BUTTON02 to GRAB the COMMANDER.,%0:BUTTON02 を押して指揮官を掴まえろ。
art/hud/fe_textbible,1_2_OBJECTIVE_ROOFTOP_CHECK,GO to a nearby ROOFTOP to get an OVERVIEW of the SITUATION.
art/hud/fe_textbible,1_2_PO_ESCAPE_ALERT,KILL OR EVADE THE MILITARY TO END THE ALERT.,軍隊を殺すか逃走して警報を止めてください。
art/hud/fe_textbible,1_2_PO_GOTO_ROOFTOP,GO to a nearby ROOFTOP.,近くの屋上に移動しろ。
art/hud/fe_textbible,1_2_RESCUE_DANA,GO to DANA'S APARTMENT.,ディナのアパートへ向かえ。
art/hud/fe_textbible,1_2_TUTORIAL_ADVANCED_TARGET,"Use TARGETING to LOCK ON to an enemy. TARGETING is especially useful when COMBINED with THROWN objects, FIREARMS, or JUMP ATTACKS.\$0A\$0ABring the desired enemy into view then PRESS %0:BUTTON12 to LOCK ON.",特定の敵を攻撃するにはロックオンを使いましょう。 ロックオンは物を投げる、重火器の使用、ジャンプアタックなどの使用時に特に役立つでしょう。 \$0A\$0A任意の敵の方向を向いて %0:BUTTON12 を押すとロックオンできます。
art/hud/fe_textbible,1_2_TUTORIAL_CONSUME_COMMANDER,CONSUME the BLACKWATCH COMMANDER.,ブラックウォッチ・コマンダーを吸収しろ。
art/hud/fe_textbible,1_2_TUTORIAL_CONSUME_HEALTH,CONSUME any CREATURE to gain HEALTH. HEALTH REGENERATES if you AVOID DAMAGE for a short time.,生物を取り込む事で体力を回復する事が出来ます。 回復し始めるまでダメージを受けないようにしましょう。
art/hud/fe_textbible,1_2_TUTORIAL_CONSUME_SOLDIER,PRESS %0:BUTTON02 to GRAB the BLACKWATCH COMMANDER. PRESS %0:BUTTON04 to CONSUME.,%0:BUTTON02 を押してブラックウォッチ・コマンダーを掴み、%0:BUTTON04 で取り込みましょう。
art/hud/fe_textbible,1_2_TUTORIAL_CONSUME_TITLE,CONSUMING,吸収
art/hud/fe_textbible,1_2_TUTORIAL_DISGUISE,DISGUISE,偽装
art/hud/fe_textbible,1_2_TUTORIAL_DISGUISE_CHANGE_1,PRESS %0:BUTTON16 to ASSUME a DISGUISE while UNOBSERVED.,偽装する様子を気づかれないように%0:BUTTON16を押してください。
art/hud/fe_textbible,1_2_TUTORIAL_DISGUISE_CHANGE_2,Use DISGUISE to ESCAPE PURSUERS or to INFILTRATE RESTRICTED AREAS.,追跡を逃れるか、隔離地域に潜入するために、偽装を使ってください。
art/hud/fe_textbible,1_2_TUTORIAL_DISGUISE_CHANGE_3,PRESS %0:BUTTON16 to REVERT to ALEX FORM.,アレックスに戻るには%0:BUTTON16を押してください。
art/hud/fe_textbible,1_2_TUTORIAL_DISGUISE_CHANGE_4,"PRESS %0:BUTTON16 to REVERT to ALEX FORM. When you CONSUME a NEW TARGET, it OVERRIDES your STORED DISGUISE.",アレックスに戻るには%0:BUTTON16を押してください。 あなたが新しい目標を吸収すると保存された偽装は置き換えられます。
art/hud/fe_textbible,1_2_TUTORIAL_TARGETING_TITLE,TARGETING,ターゲット操作
art/hud/fe_textbible,1_2_TUTORIAL_THROW_OBJECTS,PRESS %0:BUTTON02 to PICKUP OBJECTS to THROW at ENEMIES.,%0:BUTTON02 を押すと敵へ投げる物をひろう。
art/hud/fe_textbible,1_2_TUTORIAL_THROW_OBJECTS_2,PRESS %0:BUTTON02 to THROW OBJECTS at ENEMIES.,%0:BUTTON02 を押すと敵へ物を投げる。
art/hud/fe_textbible,1_2_TUTORIAL_THROW_OBJECTS_2_WIN32_KEYB,PRESS %0:BUTTON03 to THROW OBJECTS at ENEMIES.,%0:BUTTON03 を押すと敵へ物を投げる。
art/hud/fe_textbible,1_2_TUTORIAL_WALLCLING,"PRESS %0:BUTTON02 while on a WALL to CLING to it, allowing for PRECISE MOVEMENT.",%0:BUTTON02を押すと壁にしがみつくことができ、正確に動けます。
art/hud/fe_textbible,1_2_TUTORIAL_WALLJUMP,HOLD %0:BUTTON01 to CHARGE your JUMP while WALLRUNNING then RELEASE to JUMP UPWARD.,より高く飛ぶためには、%0:BUTTON01を押しながらチャージして壁を駆け上がる時ジャンプします。
art/hud/fe_textbible,1_2_TUTORIAL_WOI,PRESS %0:BUTTON08 to ACCESS the WEB OF INTRIGUE.,%0:BUTTON08 を押して陰謀の記憶にアクセスしてください。
art/hud/fe_textbible,1_2_WALLRUN_ROOFTOP,WALLRUN up to the TOP of the BUILDING.,ウォールランでビルの屋上を目指せ。
art/hud/fe_textbible,1_2_WOI_HEADER,WEB OF INTRIGUE,陰謀の記憶
